author,date,source,summary,title,url
Fox News,08/10/2017,fox-news,"A Minnesota farmer was presented with a $7,000 reward for finding a missing teenage girl — and then just moments later gave the money to the girl, who was a captive of three men for a month. Earl Melchert, 65, of Barrett, turned the reward money over to the g…",Man who found missing girl gives his $7K reward to her,http://www.foxnews.com/us/2017/10/08/man-who-found-missing-minnesota-girl-gives-7g-reward-to-her.html
Fox News,08/10/2017,fox-news,The White House is putting the finishing touches on an executive order that would expand health care options with allowing individuals to band together and buy insurance beyond their state lines.,"Trump to take executive action on health care by expanding options, reports say",http://www.foxnews.com/politics/2017/10/08/trump-to-take-executive-action-on-health-care-by-expanding-options-reports-say.html
Fox News,08/10/2017,fox-news,"Fox News Harvey Weinstein fired from The Weinstein Company amid sexual harassment claims Fox News... Ben Ammar - have determined, and have informed Harvey Weinstein, that his employment with The Weinstein Company is terminated, effective immediately,"" the com…",Harvey Weinstein fired from The Weinstein Company amid sexual harassment claims - Fox News,http://www.foxnews.com/entertainment/2017/10/08/harvey-weinstein-fired-from-weinstein-company-amid-sexual-harassment-claims.html
Fox News,08/10/2017,fox-news,"Fox News FEMA head Brock Long dismisses San Juan mayor's complaints: 'Political noise' Fox News FEMA Administrator Brock Long said his agency has ""filtered out"" San Juan Mayor Carmen Yulín Cruz. (AP Photo/Carlos Giusti, Reuters/Jonathan Ernst, File). FEMA Adm…",FEMA head Brock Long dismisses San Juan mayor's complaints: 'Political noise' - Fox News,http://www.foxnews.com/us/2017/10/08/fema-head-brock-long-dismisses-san-juan-mayors-complaints-political-noise.html
Perry Chiaramonte,08/10/2017,fox-news,"Fox News Russia warns it may restrict US media within its borders Fox News Senate Intelligence Committee leaders expected to endorse intelligence report on Russian election meddling; insight from national security attorney Christopher Swift, adjunct professor…",Russia warns it may restrict US media within its borders - Fox News,http://www.foxnews.com/world/2017/10/08/russia-warns-it-may-restrict-us-media-within-its-borders.html
New York Post,08/10/2017,fox-news,A Harvard-educated CEO who railed against Puerto Rican government officials for their “inept” response to Hurricane Maria has received so many threats that he now fears for his safety and has hired a bodyguard.,Puerto Rican CEO who blasted local government over Maria response gets 'serious' threats,http://www.foxnews.com/us/2017/10/08/puerto-rican-ceo-who-blasted-local-government-over-maria-response-gets-serious-threats.html
Associated Press,08/10/2017,fox-news,Greek police say they have arrested eight migrant traffickers who smuggled 49 migrants through Greece's land border with Turkey.,Greek police arrest 8 smugglers who brought in 49 migrants,http://www.foxnews.com/world/2017/10/08/greek-police-arrest-8-smugglers-who-brought-in-49-migrants.html
Fox News,08/10/2017,fox-news,Soap company Dove is apologizing for a Facebook ad it says “missed the mark in representing women of color thoughtfully.”,Dove apologizes for 'racist' ad that triggered outcry,http://www.foxnews.com/lifestyle/2017/10/08/dove-apologizes-for-racist-ad-that-caused-outcry-on-social-media.html
Associated Press,08/10/2017,fox-news,Albanian police have told a group of home fans to stay away from the World Cup soccer qualifier against Italy on Monday.,Albania fans' group told to stay away from WCup qualifier,http://www.foxnews.com/world/2017/10/08/albania-fans-group-told-to-stay-away-from-wcup-qualifier.html
Joseph Weber,08/10/2017,fox-news,"Fox News Feinstein, poised for another Senate run, says she's 'ready for a good fight' Fox News Sen. Dianne Feinstein on Sunday gave her strongest indication so far that she'll seek re-election, amid speculation the senior California Democratic senator will r…","Feinstein, poised for another Senate run, says she's 'ready for a good fight' - Fox News",http://www.foxnews.com/politics/2017/10/08/feinstein-poised-for-another-senate-run-says-shes-ready-for-good-fight.html
Todd Starnes,08/10/2017,fox-news,Vice President and American Patriot Mike Pence walked out of the Indianapolis Colts game Sunday against the San Franciscio 49ers after several players took a knee during the national anthem.,Todd Starnes: I reckon Pence finally got tired of NFL malcontents' boorish behavior,http://www.foxnews.com/opinion/2017/10/08/pence-leaves-nfl-game-after-players-take-knee-during-national-anthem.html
Associated Press,08/10/2017,fox-news,"It's been 50 years since Cuban revolutionary hero Ernesto ""Che"" Guevara was captured and killed in Bolivia, and the village where he was killed and the nearby town where he was buried have become shrines to a sort of socialist saint.",Admirers honor 'Che' Guevara 50 years after his death,http://www.foxnews.com/world/2017/10/08/admirers-honor-che-guevara-50-years-after-his-death.html
Marc Siegel,08/10/2017,fox-news,"Fox News Was the Las Vegas shooter mentally ill? Fox News Fox News medical analyst describes medical response to Stephen Paddock's attack on the Route 91 Harvest Festival from a room on the 32nd floor of the Mandalay Bay Resort and Casino. Stephen Paddock, th…",Was the Las Vegas shooter mentally ill? - Fox News,http://www.foxnews.com/opinion/2017/10/08/was-las-vegas-shooter-mentally-ill.html
Associated Press,08/10/2017,fox-news,"Fox News 'Blade Runner 2049' pulls in older guys, but few others Fox News Ryan Gosling and Harrison Ford's futuristic sequel to the sci-fi classic leads this week's list of new movies. NEW YORK – ""Blade Runner 2049"" had the pedigree, the stars and the stellar…","'Blade Runner 2049' pulls in older guys, but few others - Fox News",http://www.foxnews.com/entertainment/2017/10/08/blade-runner-2049-pulls-in-older-guys-but-few-others.html
Alan Dershowitz,08/10/2017,fox-news,North Korea and Iran are taking the measure of President Trump to see how far they can push him and how much they can get away with.,Alan Dershowitz: Trump's 'calm before the storm' is a message to North Korea and Iran,http://www.foxnews.com/opinion/2017/10/08/alan-dershowitz-trumps-calm-before-storm-is-message-to-north-korea-and-iran.html
Nicole Darrah,09/10/2017,fox-news,"CBS News Mandalay Bay security guard was shot six minutes before Las Vegas gunman began shooting, police say Fox News... was shot by Paddock six minutes before he began shooting into a crowd of 22,000 people enjoying the country music festival down below, Las…","Mandalay Bay security guard was shot six minutes before Las Vegas gunman began shooting, police say - Fox News",http://www.foxnews.com/us/2017/10/09/mandalay-bay-security-guard-was-shot-six-minutes-before-las-vegas-gunman-began-shooting-police-say.html
Fox News,09/10/2017,fox-news,"Fox News Sexy 'Stranger Things' costume draws backlash from fans Fox News Halloween is known for cooler weather, an uptick in candy sales and, of course, sexy costumes. Recently, sexy Melania Trump and pregnant Kylie Jenner have caused controversy, and now a …",Sexy 'Stranger Things' costume draws backlash from fans - Fox News,http://www.foxnews.com/lifestyle/2017/10/09/sexy-stranger-things-costume-draws-backlash-from-fans.html
Fox News,09/10/2017,fox-news,Hollywood producer Harvey Weinstein is dealing with the fallout of a bombshell New York Times story published last week.,Harvey Weinstein sexual harassment scandal: Hollywood reacts,http://www.foxnews.com/entertainment/2017/10/09/harvey-weinstein-sexual-harassment-scandal-hollywood-reacts.html
Associated Press,09/10/2017,fox-news,The Security Council has banned all nations from allowing four ships that transported prohibited goods to and from North Korea to enter any port in their country.,4 ships banned from all ports for violating NKorea sanctions,http://www.foxnews.com/world/2017/10/09/4-ships-banned-from-all-ports-for-violating-nkorea-sanctions.html
Associated Press,09/10/2017,fox-news,The head of Mexico City's construction safety institute says the city has begun demolishing the first building badly damaged by the Sept. 19 magnitude 7.1 earthquake.,Mexico City begins demolishing earthquake-damaged buildings,http://www.foxnews.com/world/2017/10/09/mexico-city-begins-demolishing-earthquake-damaged-buildings.html
Fox News,09/10/2017,fox-news,A Senate campaign ad by Republican Rep. Marsha Blackburn was blocked on Twitter Monday because of a statement she made about the sale of fetal tissue for medical research.,Twitter drops GOP Rep. Marsha Blackburn's ad for 'inflammatory' line about Planned Parenthood,http://www.foxnews.com/politics/2017/10/09/twitter-drops-gop-rep-marsha-blackburns-ad-for-inflammatory-line-about-planned-parenthood.html
Fox News,09/10/2017,fox-news,"A man in Oklahoma was reportedly stabbed in the back with a cake knife during a fight at a 1-year-old’s birthday party on Sunday. Alenea Bright, 40, was arrested after witnesses told police that she stabbed a man at a party in an apartment complex in Oklahoma…",Woman stabs man with cake knife at toddler?s birthday party,http://www.foxnews.com/us/2017/10/09/man-reportedly-stabbed-during-fight-at-1-year-olds-birthday-party.html
Fox News,10/10/2017,fox-news,A Utah detective who was filmed handcuffing and dragging a nurse in July has been fired.,Utah cop who dragged screaming nurse fired from police department,http://www.foxnews.com/us/2017/10/10/utah-cop-who-dragged-screaming-nurse-fired-from-police-department.html
Fox News,10/10/2017,fox-news,"After a slew of allegations surfaced against Harvey Weinstein, accusing him of engaging in sexual misconduct with actresses and women working for his company, Georgina Chapman has announced that she is leaving her husband of 10 years.",Harvey Weinstein's wife Georgina Chapman announces she's leaving the Hollywood mogul,http://www.foxnews.com/entertainment/2017/10/10/harvey-weinsteins-wife-georgina-chapman-announces-shes-leaving-hollywood-mogul.html
Fox News,10/10/2017,fox-news,"Twitter has decided to change course on a controversial Senate campaign advertisement by Rep. Marsha Blackburn, R-Tenn., and will allow the ad to run, even though the social network initially claimed it violated ad guidelines.","Twitter backtracks after blocking 'inflammatory' Marsha Blackburn ad, reports say",http://www.foxnews.com/politics/2017/10/10/twitter-backtracks-after-blocking-inflammatory-marsha-blackburn-ad-reports-say.html
Associated Press,10/10/2017,fox-news,Washington Post Utah officer fired after nurse's arrest caught on video Fox News SALT LAKE CITY – A Utah police officer who was caught on video roughly handcuffing a nurse because she refused to allow a blood draw was fired Tuesday in a case that became a fla…,Utah officer fired after nurse's arrest caught on video - Fox News,http://www.foxnews.com/us/2017/10/10/utah-officer-fired-after-nurses-arrest-caught-on-video.html
Associated Press,10/10/2017,fox-news,A Brazilian lawmaker is recommending that his colleagues vote against putting President Michel Temer on trial on charges of leading a criminal organization and obstructing justice.,Brazil lawmaker argues against putting president on trial,http://www.foxnews.com/world/2017/10/10/brazil-lawmaker-argues-against-putting-president-on-trial.html
Fox News,10/10/2017,fox-news,"Fox News Warrant issued for black man beaten during Charlottesville rally Fox News 12 ""Unite the Right"" rally. Investigators say Harris was surrounded by a group of people and beaten in response to his alleged attack. News photos of Harris being beaten in the…",Warrant issued for black man beaten during Charlottesville rally - Fox News,http://www.foxnews.com/us/2017/10/10/warrant-issued-for-black-man-beaten-during-charlottesville-rally.html
Associated Press,11/10/2017,fox-news,"The United Nations said Wednesday that a teenage girl alleged she was sexually abused by a U.N. peacekeeper in Central African Republic, a conflict-torn country that has seen widespread allegations of sexual misconduct by U.N. troops charged with protecting c…",UN: Teenage girl alleges sex abuse by peacekeeper in CAR,http://www.foxnews.com/world/2017/10/11/un-teenage-girl-alleges-sex-abuse-by-peacekeeper-in-car.html
Fox News,11/10/2017,fox-news,"President Donald Trump told Fox News' Sean Hannity Wednesday that the NFL should have suspended quarterback Colin Kaepernick for kneeling during the playing of ""The Star-Spangled Banner."" ""The NFL should have suspended him for one game and he would have never…",Trump: NFL should have suspended Colin Kaepernick for kneeling,http://www.foxnews.com/politics/2017/10/11/trump-nfl-should-have-suspended-colin-kaepernick-for-kneeling.html
Fox News,11/10/2017,fox-news,"An attempted robbery in Detroit did not go as planned when the intended victim pulled out a gun and started shooting in a harrowing incident caught on high-definition surveillance video. Detroit police said Sanchez Quinn, 29, attempted to rob two men at gunpo…",Robbery thwarted when victim pulls out concealed gun,http://www.foxnews.com/us/2017/10/11/man-thwarts-attempted-robbery-with-use-concealed-gun.html
Brian Flood,11/10/2017,fox-news,Fox News NBC's Hollywood screenwriter news president accused of 'ethics violations' for spiking Harvey Weinstein sex exposé Fox News NBC News President Noah Oppenheim (right) is under scrutiny for why a story about the alleged sexual assaults of Hollywood mog…,NBC's Hollywood screenwriter news president accused of 'ethics violations' for spiking Harvey Weinstein sex exposé - Fox News,http://www.foxnews.com/entertainment/2017/10/11/nbc-s-hollywood-screenwriter-news-president-accused-ethics-violations-for-spiking-harvey-weinstein-sex-expos.html
Associated Press,11/10/2017,fox-news,"A Brazilian court has ordered ex-President Dilma Rousseff's assets frozen in connection with an estimated $580 million loss at state oil company Petrobras resulting from the purchase of an oil refinery in Pasadena, Texas.",Brazil ex-Pres. Rousseff's assets frozen over refinery deal,http://www.foxnews.com/world/2017/10/11/brazil-ex-pres-rousseffs-assets-frozen-over-refinery-deal.html
Associated Press,11/10/2017,fox-news,"Fox News 'Catastrophic event': Deadly California fires explode again Fox News Jerry Brown said at a news conference, alongside the state's top emergency officials. They said 8,000 firefighters and other personnel were battling the blazes and more resources we…",'Catastrophic event': Deadly California fires explode again - Fox News,http://www.foxnews.com/us/2017/10/11/california-wildfires-reduces-years-long-dreams-to-embers.html
Alex Pappas,11/10/2017,fox-news,"Fox News Trump rips Democrats as 'obstructionists' as he vows to 'fight' to pass tax bill Fox News President Donald Trump speaks about tax reform during an event at the Harrisburg International Airport, Wednesday Oct. 11, 2017, in Middletown, Pa. (AP Photo/Al…",Trump rips Democrats as 'obstructionists' as he vows to 'fight' to pass tax bill - Fox News,http://www.foxnews.com/politics/2017/10/11/trump-rips-democrats-as-obstructionists-as-vows-to-fight-to-pass-tax-bill.html
Hollie McKay,12/10/2017,fox-news,"A Wall Street Journal reporter’s sentencing by a Turkish court this week, to two years behind bars by “spreading terrorist propaganda,” marks the latest in the government’s escalating hostility not only with the press, but with any figure tied to the West.",Turkey's relationship with the West crumbles amid new jail sentence for American journalist,http://www.foxnews.com/world/2017/10/12/turkeys-relationship-with-west-crumbles-amid-new-arrest-american-journalist.html
Fox News,12/10/2017,fox-news,Fox News Amazon boss Roy Price suspended after sex harassment accusations surface Fox News Amazon programming chief Roy Price has been suspended in the wake of sexual harassment accusations from a TV producer. An Amazon spokesperson told Variety and TheWrap T…,Amazon boss Roy Price suspended after sex harassment accusations surface - Fox News,http://www.foxnews.com/entertainment/2017/10/12/powerful-head-amazon-studios-accused-making-extremely-lewd-remarks-to-married-lesbian-mom.html
Samuel Chamberlain,12/10/2017,fox-news,"A man accused of killing a South Carolina high school student had been protected from deportation under the DACA program, U.S. officials confirmed to Fox News Thursday evening.",Illegal alien accused of murdering 18-year-old was in DACA program,http://www.foxnews.com/us/2017/10/12/illegal-alien-accused-murdering-teen-girl-was-in-daca-program.html
Associated Press,12/10/2017,fox-news,Venezuela's ousted chief prosecutor has leaked a video purporting to show an Odebrecht executive admitting he agreed to pay $35 million toward President Nicolas Maduro's campaign in exchange for prioritizing the Brazilian construction giant's projects.,Ousted Venezuelan prosecutor leaks Odebrecht bribe video,http://www.foxnews.com/world/2017/10/12/ousted-venezuelan-prosecutor-leaks-odebrecht-bribe-video.html
Fox News,12/10/2017,fox-news,"A Florida woman was shocked last week when she was confronted with a naked intruder in her house — eating pineapple. Mary Hamilton, 63, told deputies she went inside the St. Augustine home on Oct. 5 because “the door was open for me to come inside,” St. Johns…",Naked intruder found eating canned pineapple in home during break-in,http://www.foxnews.com/us/2017/10/12/florida-woman-discovers-naked-intruder-eating-pineapple-in-her-home.html
Associated Press,12/10/2017,fox-news,A jury Thursday recommended the death penalty for an Oklahoma man convicted of beheading a co-worker in 2014.,Jury recommends death in Oklahoma beheading case,http://www.foxnews.com/us/2017/10/12/jury-recommends-death-in-oklahoma-beheading-case.html
Associated Press,12/10/2017,fox-news,Police in southern Sweden say several people have been injured in a small town known for past gang violence and that the incident is not being investigated as terrorism.,Sweden: Police say terror not suspected in town shootings,http://www.foxnews.com/world/2017/10/12/sweden-police-say-terror-not-suspected-in-town-shootings.html
Associated Press,13/10/2017,fox-news,"Fox News Twitter turns over info on Russia-linked accounts to Senate investigators Fox News Tech giants are asked to appear before Congress as new study claims 'fake news' targeted swing states during the election. MENLO PARK, Calif. – Twitter has handed over…",Twitter turns over info on Russia-linked accounts to Senate investigators - Fox News,http://www.foxnews.com/politics/2017/10/13/twitter-turns-over-info-on-russia-linked-accounts-to-senate-investigators.html
Fox News,13/10/2017,fox-news,"Fox News Harvey Weinstein sex scandal: Detailing the allegations Fox News Meryl Streep, Rose McGowan, Ashley Judd and Mark Ruffalo are but a few celebrities speaking out against Harvey Weinstein in the wake of his firing due to allegations of sexual assault. …",Harvey Weinstein sex scandal: Detailing the allegations - Fox News,http://www.foxnews.com/entertainment/2017/10/13/harvey-weinstein-sex-scandal-detailing-allegations.html
Fox News,14/10/2017,fox-news,"Fox News Cops say driver left woman to die, brother says he's a hero Fox News New York City police say Saeed Ahmad fled his crashed and burning car, leaving his female passenger to die. Ahmad's younger brother says he tried to save the woman, but fled when th…","Cops say driver left woman to die, brother says he's a hero - Fox News",http://www.foxnews.com/us/2017/10/14/cops-say-driver-left-woman-to-die-brother-says-hes-hero.html
Fox News,14/10/2017,fox-news,"Wildfires raced across northern California Saturday, threatening famous wineries and the historic town of Sonoma as authorities confirmed that the death toll had reached 40.",California wildfires fed by high winds as 3 more deaths confirmed,http://www.foxnews.com/us/2017/10/14/california-wildfires-fed-by-high-winds-as-3-more-deaths-confirmed.html
Fox News,14/10/2017,fox-news,A Maryland woman who was grievously injured in the Las Vegas shooting earlier this month has woken up from a coma and begun walking with assistance.,"Las Vegas shooting victim wakes up from coma, takes first steps",http://www.foxnews.com/us/2017/10/14/las-vegas-shooting-victim-wakes-up-from-coma-takes-first-steps.html
Fox News,14/10/2017,fox-news,Fox News Hustler founder Larry Flynt offers $10 million for dirt leading to Trump impeachment Fox News Hustler founder Larry Flynt is running a full-page ad in Sunday's Washington Post offering a $10 million reward for information leading to the impeachment o…,Hustler founder Larry Flynt offers $10 million for dirt leading to Trump impeachment - Fox News,http://www.foxnews.com/politics/2017/10/14/hustler-founder-larry-flynt-offers-10-million-for-dirt-leading-to-trump-impeachment.html
Fox News,14/10/2017,fox-news,"Harvey Weinstein, once one of the most powerful men in Hollywood, was expelled from the Academy of Motion Picture Arts & Sciences Saturday amid a barrage of sexual harassment and sexual assault claims going back decades.",Harvey Weinstein expelled from motion picture academy,http://www.foxnews.com/entertainment/2017/10/14/harvey-weinstein-kicked-out-movie-academy-after-sex-assault-claims.html
Fox News,14/10/2017,fox-news,"Fox News Five arrested in 1983 murder of Georgia black man Fox News Authorities in Georgia arrested five people Friday, including two law enforcement officers, in connection with a 1983 murder that investigators believe was racially motivated. Frankie Gebhard…",Five arrested in 1983 murder of Georgia black man - Fox News,http://www.foxnews.com/us/2017/10/14/five-arrested-in-1983-murder-georgia-black-man.html
Fox News,14/10/2017,fox-news,"Fox News Police officers allegedly refused service at a Texas Whataburger Fox News ""We're taking this claim seriously and investigating the details to take appropriate action,” a Whataburger Corporate Communications representative told Fox News Saturday. “We …",Police officers allegedly refused service at a Texas Whataburger - Fox News,http://www.foxnews.com/us/2017/10/14/police-officers-allegedly-refused-service-at-texas-whataburger.html
New York Post,15/10/2017,fox-news,Fox News Harvey Weinstein investigated by NYPD for alleged 2004 sexual assault Fox News Bryan Llenas reports as British police say they are investigating the new allegations against the Hollywood producer. The NYPD is investigating ?a woman's claim that disgr…,Harvey Weinstein investigated by NYPD for alleged 2004 sexual assault - Fox News,http://www.foxnews.com/entertainment/2017/10/15/harvey-weinstein-investigated-by-nypd-for-alleged-2004-sexual-assault.html
Fox News,15/10/2017,fox-news,"Fox News Trump, McConnell set for tense talks at Monday meeting Fox News Senate Majority Leader Mitch McConnell is set to sit down with President Donald Trump Monday in a White House meeting that could help patch their relationship, which fractured in a big w…","Trump, McConnell set for tense talks at Monday meeting - Fox News",http://www.foxnews.com/politics/2017/10/15/trump-mcconnell-set-for-tense-talks-at-monday-meeting.html
Fox News,15/10/2017,fox-news,"Every month, as we pay our $950 premium for our bronze (lowest level) ObamaCare-compliant health insurance policy, my husband and I look at each other with frustration and concern.","Affordable health insurance is finally on the way – thank you, President Trump",http://www.foxnews.com/opinion/2017/10/15/affordable-health-insurance-is-finally-on-way-thank-president-trump.html
Fox News,15/10/2017,fox-news,"Week Facts Bizarre $1.2 million fajitas theft scheme leads to arrest Fox News A Texas man was charged with felony theft after investigators linked him to an odd plot to steal more than $1.2 million worth of fajitas over nine years, the Brownsville Herald repo…",Bizarre $1.2 million fajitas theft scheme leads to arrest - Fox News,http://www.foxnews.com/food-drink/2017/10/15/bizarre-1-2-million-fajitas-theft-scheme-leads-to-arrest.html
Fox News,15/10/2017,fox-news,"The death toll has risen to 276, with more than 300 people wounded, after a truck bombing in Somalia that the U.S. government condemned Sunday as a ""cowardly"" attack.",At least 276 killed in Somalia's deadliest attack on record,http://www.foxnews.com/world/2017/10/15/at-least-276-killed-in-somalias-deadliest-attack-on-record.html
Fox News,15/10/2017,fox-news,"Marcus Johnson, a wide receiver for the Philadelphia Eagles, was baptized in a swimming pool Thursday with the support of several of his teammates.",Philadelphia Eagles' Marcus Johnson baptized in hotel pool with teammates by his side,http://www.foxnews.com/sports/2017/10/15/philadelphia-eagles-marcus-johnson-baptized-in-hotel-pool-with-teammates-by-his-side.html
Fox News,15/10/2017,fox-news,"Fox News Dog stays behind with family's goats as California wildfire destroys property Fox News Odin, a Great Pyrenees, protected eight bottle-fed rescue goats during the wildfires in Sonoma County. A guard dog is on the mend Sunday after heroically protectin…",Dog stays behind with family's goats as California wildfire destroys property - Fox News,http://www.foxnews.com/us/2017/10/15/dog-stays-behind-with-familys-goats-as-california-wildfire-destroys-property.html
Associated Press,15/10/2017,fox-news,Fox News French president Macron moves to revoke Weinstein's Legion of Honor Fox News Bryan Llenas reports as British police say they are investigating the new allegations against the Hollywood producer. British police are investigating three new allegations …,French president Macron moves to revoke Weinstein's Legion of Honor - Fox News,http://www.foxnews.com/entertainment/2017/10/15/french-president-macron-moves-to-revoke-weinsteins-legion-honor.html
Fox News,15/10/2017,fox-news,"Fox News James Corden apologizes for jokes about Harvey Weinstein after backlash Fox News James Corden during the ""For Your Consideration Event"" for ""The Late Late Show Wtih James Corden"" held at the Wolf Theatre, Saban Media Center at the Television Academy …",James Corden apologizes for jokes about Harvey Weinstein after backlash - Fox News,http://www.foxnews.com/entertainment/2017/10/15/james-corden-apologizes-for-jokes-about-harvey-weinstein-after-backlash.html
Fox News,15/10/2017,fox-news,"Amid the ongoing sexual abuse scandal surrounding disgraced Hollywood producer Harvey Weinstein, former first daughter Chelsea Clinton won’t say what the Clinton Foundation will do with its donations from the big Democratic donor.",Chelsea Clinton avoids questions about Harvey Weinstein's donations to Clinton Foundation,http://www.foxnews.com/politics/2017/10/15/chelsea-clinton-avoids-questions-about-harvey-weinsteins-donations-to-clinton-foundation.html
Fox News,15/10/2017,fox-news,"Fox News Alabama girl, 3, falls into ice cream shop's grease pit, drowns Fox News A young girl fell into a grease pit at an Auburn, Ala., ice cream shop and drowned, the Opelika-Auburn News reported Saturday. (Google Street View). A young girl was playing wit…","Alabama girl, 3, falls into ice cream shop's grease pit, drowns - Fox News",http://www.foxnews.com/us/2017/10/15/alabama-girl-3-falls-into-ice-cream-shops-grease-pit-drowns.html
Fox News,15/10/2017,fox-news,"Fox News Kaepernick, Trump need to unify US on 'national anthem,' ex-Green Beret Nate Boyer pens in open letter Fox News NFL player Nate Boyer, the former Green Beret who made headlines a year ago when he wrote an open letter to Colin Kaepernick about his nat…","Kaepernick, Trump need to unify US on 'national anthem,' ex-Green Beret Nate Boyer pens in open letter - Fox News",http://www.foxnews.com/us/2017/10/15/kaepernick-trump-need-to-unify-us-on-national-anthem-ex-green-beret-nate-boyer-pens-in-open-letter.html
Joseph Weber,15/10/2017,fox-news,Fox News Feinstein gets primary challenge from California Senate leader Kevin de Leon Fox News Democratic senator from California faces pushback from some liberals in her own party over her decision to run for a sixth term; reaction and analysis from Republic…,Feinstein gets primary challenge from California Senate leader Kevin de Leon - Fox News,http://www.foxnews.com/politics/2017/10/15/california-lawmaker-deleon-first-to-officially-announce-feinstein-primary-bid.html
Todd Starnes,15/10/2017,fox-news,Ames High School has the unfortunate distinction of having one of the most un-American marching bands in the nation.,Shame! Iowa marching band walks off field during national anthem,http://www.foxnews.com/opinion/2017/10/15/shame-iowa-marching-band-walks-off-field-during-national-anthem.html
Fox News,16/10/2017,fox-news,"A Maryland man, charged in the murder of his pregnant girlfriend, will reportedly not be charged in the death of their unborn child. After a preliminary court hearing Friday, Montgomery County State’s Attorney John McCarthy said Tyler Tessier would not be cha…",Man accused of killing pregnant girlfriend won’t face charges for unborn child’s death,http://www.foxnews.com/us/2017/10/13/man-charged-with-killing-pregnant-girlfriend-wont-face-charge-in-unborn-childs-death.html
Todd Starnes,16/10/2017,fox-news,The Air Force has punished a highly-decorated and respected colonel after he refused to publicly affirm the same-sex spouse of a retiring subordinate.,"Air Force punishes colonel who refused to affirm gay marriage, attorney says",http://www.foxnews.com/opinion/2017/10/16/air-force-punishes-colonel-who-refused-to-affirm-gay-marriage-attorney-says.html
Fox News,16/10/2017,fox-news,"The FBI released documents Monday proving former FBI Director James Comey began drafting a letter regarding Hillary Clinton's email investigation months before conducting several key interviews, including speaking to Clinton herself.","Comey drafted letter on Clinton email investigation before completing interviews, FBI confirms",http://www.foxnews.com/politics/2017/10/16/comey-drafted-clinton-email-exoneration-letter-before-completing-interviews-fbi-confirms.html
Fox News,16/10/2017,fox-news,"A man flying into Guam on Sunday was detained upon arrival after authorities found meth hidden inside his wheelchair, police say. Erik Vincent Morta Benavente had just flown in from Japan and was making his way through customs when he was stopped for two sear…",Airline passenger allegedly hid meth in wheelchair,http://www.foxnews.com/travel/2017/10/16/passenger-flew-into-guam-with-meth-hidden-in-his-wheelchair-police-say.html
Fox News,16/10/2017,fox-news,Florida Gov. Rick Scott declared a state of emergency Monday ahead of white nationalist leader Richard Spencer’s scheduled speech at the University of Florida.,State of emergency declared in Florida county ahead of Richard Spencer speech,http://www.foxnews.com/politics/2017/10/16/state-emergency-declared-in-florida-county-ahead-white-nationalist-speech.html
Associated Press,16/10/2017,fox-news,"North Korea's deputy U.N. ambassador says the situation on the Korean peninsula ""has reached the touch-and-go point and a nuclear war may break out any moment.""",North Korea says 'a nuclear war may break out any moment',http://www.foxnews.com/world/2017/10/16/north-korea-says-nuclear-war-may-break-out-any-moment.html
Fox News,16/10/2017,fox-news,Efforts resumed Monday in Joshua Tree National Park to recover the embracing remains of two people believed to be a Southland couple who went missing after departing on a hike in July.,"Bodies of two missing California hikers found locked in embrace, police say",http://www.foxnews.com/us/2017/10/16/bodies-two-missing-california-hikers-found-locked-in-embrace-police-say.html
Associated Press,16/10/2017,fox-news,Former Guatemalan President Otto Perez Molina has told a judge he is innocent of the corruption charges against him.,Ex-Guatemalan president says he's innocent in graft case,http://www.foxnews.com/world/2017/10/16/ex-guatemalan-president-says-hes-innocent-in-graft-case.html
Associated Press,16/10/2017,fox-news,The U.S. military says it killed dozens of Islamic State fighters in airstrikes on two training camps in Yemen.,"US airstrikes killed 'dozens' of ISIS terrorists in Yemen, Pentagon says",http://www.foxnews.com/world/2017/10/16/us-airstrikes-killed-dozens-isis-terrorists-in-yemen-pentagon-says.html
Fox News,17/10/2017,fox-news,"Fox News California restaurant 'proudly' serves Popeyes chicken as their own, charges $13 Fox News In an interview with Fox News, Sanchez said that she started using Popeyes two months ago for two new dishes – fried chicken and waffles and a fried chicken san…","California restaurant 'proudly' serves Popeyes chicken as their own, charges $13 - Fox News",http://www.foxnews.com/food-drink/2017/10/17/california-restaurant-proudly-serves-popeyes-chicken-as-their-own-charges-13.html
Fox News,17/10/2017,fox-news,"A father in New Orleans allegedly killed his own daughter because “God told him to” do it. Mark Hambrick, 45, was arrested Tuesday after he allegedly admitted to suffocating and fatally stabbing his 18-month-old daughter, The Times-Picayune reported. Hambrick…",Man allegedly killed daughter because ‘God told him to’,http://www.foxnews.com/us/2017/10/17/new-orleans-man-allegedly-killed-daughter-because-god-told-him-to.html
Perry Chiaramonte,17/10/2017,fox-news,Tech behemoth Apple has suddenly dropped a pro-life prayer application from its App Store after left-wing bloggers complained about it being listed on the store’s directory.,"Apple censored pro-life group by dropping app, activists say",http://www.foxnews.com/tech/2017/10/17/apple-censored-pro-life-group-by-dropping-app-activists-say.html
Associated Press,17/10/2017,fox-news,Brazil's Senate has rejected a decision of the country's top court and returned a suspended lawmaker to his post.,"Brazil's Senate confronts court, returns suspended lawmaker",http://www.foxnews.com/world/2017/10/17/brazils-senate-confronts-court-returns-suspended-lawmaker.html
